Sentences,class
දැඩි මහා වැසි නිසා හානියක් සිදුවිය කඳුකරයේ.,incorrect
දේශීය සංස්කෘතිය විය සැමදා අපගේ ජීවිතයට සැනසිල්ලක්.,incorrect
නව සභාව ලදී පිළිගන්නා අමාත්‍ය මණ්ඩලයක්.,incorrect
විදේශ ව්‍යාපාරික අවස්ථා යොමු විය වෙළඳපොළට.,incorrect
ගෞරවය සහ උපහාරය හිමි විය සියලු දේශප්‍රේමීන්ට.,incorrect
යුද්ධවල පුරාණ අධ්‍යයනය වැදගත්ය ඉතිහාසය කිරීම.,incorrect
උත්සාහය අපගේ ඇත පිළිගනු අනිවාර්යයෙන්ම ලෝකයා විසින්.,incorrect
නව තාක්ෂණික දැනුම පැතිරේ වඩාත් පුළුල්ව.,incorrect
මහජනතාව දුන්හ නිරතුරුව මුහුණ සියලු දුක්ඛිත තත්ත්වයන්ට.,incorrect
සම්පූර්ණ විය යුතුය සෑම දෙයක්ම නියමිත කාලය තුළ.,incorrect
ජනතාව කළෝය නිදහසේ සිය අදහස් ප්‍රකාශ.,incorrect
උත්සවය පාසලේ ක්‍රීඩා සාර්ථක විය ඉතා.,incorrect
අපරාධකරුවන්ට අධිකරණය නියම කළේය දඬුවම්.,incorrect
නව විද්‍යාඥයෝ ඉදිරිපත් කළහ සොයාගැනීමක් ලෝකයට.,incorrect
පරිසරයේ සුන්දරත්වය වෙත ඇදී යන්නේය පවතින සැමගේ මනස.,incorrect
සඳහා රාජ්‍යය වඩාත් වැදගත් විය සාමය.,incorrect
දරුවෝ කරනු ලැබූහ විවේක කාලයේදී ක්‍රීඩා.,incorrect
රෝගියාට ලබාදෙනු ඇත අවශ්‍ය වෛද්‍ය ප්‍රතිකාර.,incorrect
ලෝකය වෙනස් වෙමින් පවතිනේය වේගයෙන්.,incorrect
උන්වහන්සේ දේශනා කළසේක නිරතුරුව ධර්මය.,incorrect
සැකසීම වෙත සෑම දෙයක්ම නිවැරදිව යොමුවිය.,incorrect
නළුවා නිරූපණය කළේය අතිශය දක්ෂතාවක්,incorrect
ඔවුන්ගේ ඉක්මනින් නව ව්‍යාපාරය විය ප්‍රසිද්ධ.,incorrect
වෙළඳාම ව්‍යාප්ත විය වෙළඳපොළවල් විදේශ වෙත.,incorrect
අධ්‍යාපන ක්ෂේත්‍රය කළ යුතුය වැඩි දියුණු.,incorrect
කමිටුව සාකච්ඡා කළේය නව නීති පිළිබඳව.,incorrect
සංචාරකයෝ රටට පැමිණියෝය විශාල පිරිසක්.,incorrect
පරිපාලන කටයුතු යන්නේය නිවැරදිව ඉදිරියට ගෙන.,incorrect
ලැබුණි ගෞරවය සහ කීර්තිය ඔවුන්ට නිරතුරුවම.,incorrect
නවීන තාක්ෂණය කළේය වඩාත් පහසු ජීවිතය.,incorrect
කඳුකරයේ ඇත නිරතුරුව සුන්දර දර්ශන.,incorrect
අපගේ සමාජය විය යුතුය වඩාත් සාධාරණ.,incorrect
එකතු විය විශාල පිරිසක් උත්සවය වෙත.,incorrect
රහස් තොරතුරු යොදා ගත්තේය විමර්ශනකටයුතු සඳහා.,incorrect
දේශය යහපත් පාලනයක් වෙත අවශ්‍ය වේ නිරතුරුවම.,incorrect
නව අමාත්‍ය මණ්ඩලය විසින් ලැබෙනු ඇත නීති පිළිගනු.,incorrect
දඬුවම් ශ්‍රේෂ්ඨාධිකරණය නියම කිරීම අපරාධකරුවන් විය නිවැරදි.,incorrect
දේශපාලන පක්ෂ ප්‍රකාශ කළෝය සිය අදහස් වඩාත් ප්‍රබලව.,incorrect
විද්‍යාඥයන් කළහ ග්‍රහලෝක පිළිබඳව වඩාත් ගැඹුරු අධ්‍යයන.,incorrect
ලෝකයේ ප්‍රගතිය සඳහා නිරතුරුව යෙදේ නව උපක්‍රම.,incorrect
ගුරුවරයා වෙත ලබාදුන්නේය උත්සාහයෙන් සියලු සිසුන් දැනුම.,incorrect
මහජනතාව වෙති බලාපොරොත්තු නිරතුරුවම යහපත් ජීවන තත්ත්වයක්.,incorrect
රජයේ අද දින නව ප්‍රතිපත්ති ලදී කරන ක්‍රියාත්මක.,incorrect
වෙළඳ නගරයේ නිරතුරුවම විය වර්ධනය පොළේ භාණ්ඩ මිල.,incorrect
උගත් පණ්ඩිතයන් අවශ්‍ය විය ප්‍රඥාව මනාව පරිශීලනය කිරීම.,incorrect
සාකච්ඡා නව අධ්‍යාපන ක්‍රමයක් සම්බන්ධව පාසල්වල විය.,incorrect
විශාල කර්මාන්ත ශාලා විය වඩාත් ඵලදායී මෙරට තුළ,incorrect
ඔහුගේ කතාව බවට පත්වූයේය දේශය තුළ විශාල ආලෝකයක්.,incorrect
ක්‍රියාකාරකම් සතුරාගේ පිළිබඳව තොරතුරු ලැබුණි රහස් දිගින් දිගටම.,incorrect
සිසුන් ඉදිරිපත් කළෝය විද්‍යාත්මක පරීක්ෂණ නිවැරදිව.,incorrect
සෑම දෙයක්ම කළ යුතුය සාර්ථකව සම්පූර්ණ නියමිත කාලය තුළදී.,incorrect
ප්‍රදේශයේ ජනතාව උත්සාහ කළෝය නව අවස්ථා වෙනුවෙන්.,incorrect
විද්‍යාත්මක සංකල්ප කළේය දරුවන්ගේ දැනුම වඩාත් පුළුල්.,incorrect
ජාතික සංස්කෘතිය වෙනුවෙන් පැවැත්වෙනු ඇත විශේෂ සම්මන්ත්‍රණයක්.,incorrect
ලෝකයේ පවතින ප්‍රශ්න කෙරේ ගැඹුරින් අධ්‍යයනය.,incorrect
සෙනෙහස අපගේ ජීවිතයට ලබාදෙන්නේය සැමදා සතුටක්.,incorrect
අපගේ උරුමය විය සුරැකීම සෑමගේම ප්‍රධාන වගකීමක්.,incorrect
ගෞරවය සහ උපහාරය හිමි විය සියලු දේශපාලඥයන්ට.,incorrect
සෑම නව තාක්ෂණික දැනුම වෙත පැතිරේ අංශයක්ම.,incorrect
යහපත් පාලනයක් ගනී සැලකිල්ලට නිරතුරුවම ජනතාවගේ දේ.,incorrect
ගුරුවරයා ඊයේ විචිත්‍ර ලෙස පාඩම ඉගැන්වීය.,incorrect
මිනිසුන් වෙති නිරතුරුව ධර්මය පිළිගන්නවා.,incorrect
සභාවක් පත් කරන ලදී හෙට රාජ්‍යය වෙත.,incorrect
උන්වහන්සේ නිතර කළසේක විශාල ග්‍රන්ථයක් නිර්මාණය.,incorrect
සිසුහු දෛනිකව පෙන්වූහ ක්‍රීඩාවේ දක්ෂතාව.,incorrect
නගරය පෙරේදා විය ධනවත් ව්‍යාපාරිකයෙකු.,incorrect
ජනතාව මුහුණ දුන්හ දුක්ඛිත තත්ත්වයන්ට නිතර.,incorrect
ප්‍රගතිය සඳහා යෙදේ ලෝකයේ සැමදා.,incorrect
භික්ෂූන් ඊයේ ධර්මය සාකච්ඡා කළහ නිශ්ශබ්දව.,incorrect
අධිකාරිය නීති ක්‍රියාත්මක කෙළේය අද නව.,incorrect
ඔහුගේ ගවේෂණය දියුණු විය ඊයේ විද්‍යාත්මක.,incorrect
ප්‍රදේශවාසීහු සහනය සැලසූහ ඉදිරියේදී.,incorrect
තරු අහසේ නිරතුරුව විය දීප්තිමත්ව දිස්.,incorrect
කවියෝ සැමදා නිරූපණය කළහ මනෝභාවයන් අලංකාරව.,incorrect
රජතුමා දැක්මක් ඇත ඊයේ සාමය වෙත.,incorrect
පන්සලෙහි භික්ෂූන් නිතර ධර්මය උගන්වති.,incorrect
නැවියන් පෙරේදා යාත්‍රාවක් පැදවූහ මුහුදේ.,incorrect
මහජනතාව ඊයේ සටන් කළෝය සිය අවශ්‍යතා සඳහා.,incorrect
සිදුවීම් වාර්තා විය දෛනිකව අදහාගත නොහැකිව.,incorrect
ව්‍යාපෘති විශාල සංවර්ධන ඇරඹෙනු ඇත හෙට.,incorrect
ගෞරවය හෙට ඔහුට අවධානය ලැබෙනු ඇත.,incorrect
උත්සාහයන් ලෝකයේ නිරතුරුව යොදවයි සාමය වෙත.,incorrect
ගායකයා ඊයේ ගැයීය ජනප්‍රිය ගීතයක්.,incorrect
විදුහල්පතිතුමා අද පාසල වෙත ආවේය අළුතින්.,incorrect
විමර්ශනයක් ගැඹුරු ඊයේ ප්‍රශ්න පිළිබඳව පැවැත්වූහ.,incorrect
ව්‍යාපාරය ඔවුන්ගේ නව සාර්ථක විය ඉදිරියේදී.,incorrect
සියලු සාමාජිකයින් රැස්වීම වෙත අද පැමිණියේය.,incorrect
ආයතන රාජ්‍ය විය යුතුය සැමදා ඵලදායී.,incorrect
අධ්‍යාපනය දීමනාවක් වන්නේය නිරතුරුව නිදහස්.,incorrect
තාක්ෂණය ලෝකය වෙත වේගයෙන් පැතිරෙන්නේය.,incorrect
ගිවිසුම් පුරාණ අවලංගු විය පෙරේදා.,incorrect
චිත්‍රයක් කලාකරුවා ඊයේ නිර්මාණය කළේය.,incorrect
සංස්කෘතිය දේශීය වැදගත්ය සැමදා සුරැකීම.,incorrect
හානියක් සිදුවිය ඊයේ භූමිකම්පාව හේතුවෙන්.,incorrect
වෛද්‍යවරයා රෝගියා පරීක්ෂා කළේය අද.,incorrect
නිලධාරීහු ඉදිරියේදී සඳහා පත් කරන ලදී විශේෂ කාර්යයක්.,incorrect
සේවය රාජ්‍ය කළෝය සැමදා සතුටින් ඉටු.,incorrect
සුළඟක් ප්‍රබල හමනු ඇත හෙට රාත්‍රියේදී.,incorrect
වර්ෂාව පතිත වන්නේය නිරතුරුව කඳුකරයේ.,incorrect
ආකල්ප සමාජයට වැදගත් විය සැමදා යහපත්.,incorrect
විනය ක්‍රියාත්මක විය යුතුය සැමදා.,incorrect
සභාව නව ඊයේ පිළිගනු ලැබීය ව්‍යවස්ථාවක්.,incorrect
වෙළඳාම විදේශ වෙළඳපොළ වෙත දෛනිකව විහිදෙන්නේය.,incorrect
යුද්ධ රජවරු කළෝය නිරතුරුව අතීතයේදී.,incorrect
ප්‍රගතිය විද්‍යාත්මකව ලබාදෙන්නේය සැමදා සහනයක්.,incorrect
ජනතාව ග්‍රාමීය නගරය බලා ගියෝය ඊයේ.,incorrect
පක්ෂ දේශපාලන අදහස් ප්‍රකාශ කළේය අද.,incorrect
සභාපතිවරයා නව ආරම්භ කරනු ඇත හෙට කාර්යයන්.,incorrect
ඉතිහාසය පාඩම් උගන්වන්නේය සැමදා අනාගතයට.,incorrect
ගුරුවරයා දැනුම නිරතුරුව ලබාදුන්නේය සිසුන් වෙත.,incorrect
වැඩ සියලු කාර්යාලයේදී පහසු විය ඊයේ.,incorrect
පරීක්ෂණ විද්‍යාත්මකව පෙරේදා ලදී පවත්වන.,incorrect
ඔවුන් විවේක කාලයේදී සවස සාකච්ඡා කළහ.,incorrect
ප්‍රගතිය රාජ්‍යයේ විය සැපතක් සැමදා.,incorrect
සෙනෙහස සුවයක් ලබාදෙයි සැමදා අපගේ ජීවිතයට.,incorrect
තොරතුරු ලැබෙන්නේය දෛනිකව පුවත්පත් මගින්.,incorrect
නිර්භීතකම ඔහුගේ විසින් ඊයේ ප්‍රශංසා විය.,incorrect
උත්සාහය අපගේ හේතු විය සාර්ථකත්වයට අද.,incorrect
නිර්මාණය විය යුතුය සැමදා අතිශය කලාත්මක.,incorrect
ආයෝජන විදේශ නිරතුරුව පැමිණියේය මෙරටට.,incorrect
ජාතියම එක්සත් බව ඊයේ සමස්ත පෙන්වූහ.,incorrect
පිළිමයක් විහාරය වෙත අද කෙරින පත්.,incorrect
උත්සවයක් වසරකදී සැමදා අලුත් පැවැත්වේ.,incorrect
ප්‍රඥාව ඔබ කළේය නිරතුරුව මනාව පරිශීලනය.,incorrect
තොරතුරු රහස් සැමදා දන්නේය නිලධාරීන්.,incorrect
දුම්රිය පාරක් ඊයේ තිබුණි මෙම ප්‍රදේශය වෙත.,incorrect
පවුල් සියලු නිරතුරුව ජීවත් වෙති සන්තෝෂයෙන්.,incorrect
වර්ණ විචිත්‍රවත් ඊයේ එකතු විය පින්තූරය වෙත.,incorrect
මණ්ඩලය කාර්ය අද විය සූදානම්.,incorrect
සංශෝධන නව හෙට සාකච්ඡා විය පාර්ලිමේන්තුවේදී.,incorrect
දක්ෂතාවය නිසා ඉදිරියේදී ඔහු ඇත ඉහළට යනු.,incorrect
ලේකම්වරයා වාර්තා සකස් කළේය දෛනිකව.,incorrect
ඔවුන් නිර්භීතව අද සත්‍යය සෙවූහ.,incorrect
ගුරුවරයා නව නිතර ඉගැන්වීය පාඩම්.,incorrect
දරුවෝ ක්‍රීඩා කළහ සවස ගමේ.,incorrect
මහජනතාව නිරතුරුව පැතූහ යහපත් පාලනයක්.,incorrect
සූර්යයා බැබළුණේය සවස දිප්තිමත්ව.,incorrect
අධිකාරිය ඊයේ ප්‍රකාශ කළේය නව නීති.,incorrect
ප්‍රදේශවාසීහු නිරතුරුව සැලසූහ සහනය.,incorrect
නගරය පෙරේදා වින්දේය විශාල හානියක්.,incorrect
වෛද්‍යවරයා අද දින පරීක්ෂා කළේය රෝගියා.,incorrect
නිලධාරීහු ඉටු කළහ ඉදිරියේදී විශේෂ කාර්යයන්.,incorrect
රාජ්‍ය සේවය සතුටින් කළෝය සැමදා ඉටු.,incorrect
ව්‍යවස්ථාවක් ඊයේ පිළිගනු ලැබීය පාර්ලිමේන්තුවේ.,incorrect
වෙළඳාම විදේශ වෙළඳපොළ වෙත අද විහිදෙන්නේය.,incorrect
රජවරු යුද්ධ කළෝය නිතර අතීතයේදී.,incorrect
ජනතාව අද දින නිරතුරුව යන්නේය නගරය බලා.,incorrect
පක්ෂ සිය හෙට ප්‍රකාශ කරනු ඇත අදහස්.,incorrect
සභාපතිවරයා අද ආරම්භ කළේය නව කාර්යයන්.,incorrect
තොරතුරු හෙට ලැබෙනු ඇත පුවත්පත් මගින්.,incorrect
රාජ්‍ය නිලධාරීන් ඊයේ විමසා බලති රාජකාරි කාරණා.,incorrect
අපගේ තීරණය විය නිරතුරුව බලපෑමක් මුළු දේශය වෙතම.,incorrect
පණ්ඩිතයන් උගත් සැමදා මනාව ප්‍රඥාව පරිශීලනය කළෝය.,incorrect
සංචාරකයා ඊයේ බැලීමට නැග්ගේය කන්ද රමණීය දර්ශන.,incorrect
ඔහු ගියේය පෙරේදා පසුපස සිය කුඩා අධ්‍යාපන කරුණු.,incorrect
කාර්යාලයේ සිටින සියල්ලෝම පිළිගනිති හෙට නව ව්‍යාපෘතිය.,incorrect
වාර්තාව අද අවශ්‍ය වේ ඉදිරිපත් කිරීම නියමිත කාලය තුළ.,incorrect
දරුවන් සෙල්ලම් කළහ දෛනිකව ගමේ ඇළ අසල.,incorrect
ලේකම්වරයා ඊයේ දැන්වීය නව තොරතුරු මණ්ඩලය වෙත.,incorrect
ශිෂ්‍යයා සම්පූර්ණ කළේය අද පාසලේ කර්තව්‍යයන්.,incorrect
වරදි කළින් කළ ඊයේ සිටියේය සමාව ඇයැද පිළිබඳව.,incorrect
විද්‍යාලය අපගේ සැමදා නැඟී සිටියේය ක්ෂේත්‍රයේ ඉහළට.,incorrect
දරුවෝ ග්‍රාමීය දෛනිකව වෙති පාසල වෙත පැමිණීමට යුහුසුළු.,incorrect
සිද්ධිය පෙරේදා හඳුනාගෙන ඇත ඓතිහාසික මුළු දේශයම.,incorrect
ආණ්ඩුවක් යහපත් නිරතුරුව සැලකිල්ලට ගනී ජනතාවගේ දේ.,incorrect
ව්‍යාපෘති ක්‍රියාත්මක විය හෙට පරිසරය සුරැකීම වෙනුවෙන්.,incorrect
මහාචාර්යවරයා සිටියේය අද නව පර්යේෂණ නිමිත්තෙන්.,incorrect
මිල භාණ්ඩ වෙළඳ පොළේ නිරතුරුවම තිබුණි යමින් ඉහළ.,incorrect
ඔවුන් ඊයේ සාකච්ඡා කළෝය විවිධ දේශපාලන ප්‍රශ්න ගැඹුරින්.,incorrect
සංස්කෘතිය ජාතික සැමදා බවට පත්වී ඇත අපගේ ආත්මය.,incorrect
සූර්යයා මහා අලෝකයක් පැතිරෙන්නේය උදෑසන උදාවන විට.,incorrect
ආදායම රාජ්‍ය නිරතුරුවම උත්සාහ කෙරේ ඉහළ නැංවීමට.,incorrect
දර්ශනය අපගේ විය සැමදා මුළු ලෝකයාටම යහපතක්.,incorrect
ක්‍රමයක් අධ්‍යාපන නව පාසල්වල ආරම්භ කරන ලදී හෙට.,incorrect
ශාලා විශාල කර්මාන්ත ඊයේ ලදී පිහිටුවන මෙරට තුළ.,incorrect
ලේඛකයා සිය ග්‍රන්ථය නව ඊයේ මුද්‍රණය කළෝය.,incorrect
ගෞරවය සහ උපහාරය අත්‍යවශ්‍ය වේ සියල්ලන්ටම ලබාදීම සැමදා.,incorrect
නිලධාරීහු සියලු අද ලේඛන යොමු විය සැකසීම වෙත.,incorrect
ජනතාව ප්‍රදේශයේ නිරතුරුව පත්වූහ උවදුරින් පීඩාවට.,incorrect
තොරතුරු ඊයේ සතුරාගේ සෙවූහ ක්‍රියාකාරකම් පිළිබඳව.,incorrect
සිසුන් දෛනිකව කළහ මනාව විද්‍යාත්මක තර්කය උපයෝගී.,incorrect
දෙයක්ම සම්පූර්ණ කිරීම අවශ්‍ය වේ හෙට නියමිත කාලයේදී.,incorrect
වෛද්‍යවරයෙක් පැමිණෙනු ඇත හෙට රෝහලේ සේවය සඳහා.,incorrect
දේශනය ඔහුගේ ඊයේ ගන්නා ලදී විශාල පිරිසක් සැලකිල්ලට.,incorrect
භික්ෂූන් වහන්සේලා අද පැවැත්වූහ වටිනා ධර්ම සාකච්ඡාවක්.,incorrect
ජනතාව දුප්පත් සමාජයේ නිරතුරුව ඇත වෙනුවෙන් වැඩසටහන්.,incorrect
තත්ත්වය වර්තමාන පිළිබඳව අවශ්‍ය වේ අද අධ්‍යයනයක් පැවැත්වීම.,incorrect
උරුමය අපගේ සැමදා විය උත්තරීතර වගකීමක් සුරැකීම.,incorrect
පරිත්‍යාගශීලීන් විශාල ඊයේ ලබාදුන්හ ආධාරයක් පන්සලට.,incorrect
යෝජනා ඉදිරිපත් කළ පිළිගනු ඇත හෙට සභාව විසින්.,incorrect
කර්මාන්ත දේශීය නිරතුරුව අවශ්‍ය විය සංවර්ධනය කිරීම.,incorrect
අවස්ථා නව ව්‍යාපාරික දැන් පවතිනේය මෙරට තුළ.,incorrect
පටය කලින් කළ වීඩියෝ පෙරේදා විය ජනප්‍රිය.,incorrect
මිනිසුන් නිරතුරුව සටන් කළෝය සිය අයිතිවාසිකම් වෙනුවෙන්.,incorrect
නිලධාරීන් රජයේ සම්පූර්ණ කළෝය ඊයේ රාජකාරි කාලය තුළ.,incorrect
පොත්පත් කියවීම මගින් දෛනිකව විය දැනුම පුළුල්.,incorrect
ප්‍රතිසංස්කරණ දේශපාලන ක්ෂේත්‍රයේ ඉදිරියේදී සිදුකරනු ඇත.,incorrect
සමූහයක් තරුණ ඊයේ ආරම්භ කළෝය සමාජ වැඩසටහනක්.,incorrect
කතාව ඔහුගේ අද දිනාගැනීමට හේතු විය ජනතාවගේ සිත්.,incorrect
තත්ත්වය දුක්ඛිත සමාජයේ නිරතුරුව ලබාදෙන්නේය අවධානයක් පිළිබඳව.,incorrect
ගුරුවරයා දැනුම සියලු බෙදා දෙන්නේය දෛනිකව සිසුන් වෙත.,incorrect
උත්සාහය අපගේ සැමදා යොමු විය සාර්ථකත්වය වෙතට.,incorrect
යෝජනා ඉදිරිපත් කළ ඊයේ සාකච්ඡා කෙරේ මණ්ඩලය විසින්.,incorrect
සංකල්ප විද්‍යාත්මක නිරතුරුව එකතු විය දරුවන්ගේ අධ්‍යාපනයට.,incorrect
උත්සවයක් ක්‍රීඩා පාසලේ සැමදා සෑම වසරකම ලදී පවත්වන.,incorrect
සේවාවන් රෝහලේ වෛද්‍ය දියුණු විය යුතුය හෙට.,incorrect
ගිවිසුම් පැරණි අලුත් කිරීම පිළිබඳව සාකච්ඡා කළෝය අද.,incorrect
ව්‍යාපෘතිය නව ඔවුන්ගේ ඊයේ හේතු විය අවධානය දිනාගැනීමට.,incorrect
ප්‍රශ්න ලෝකයේ පවතින අවශ්‍ය වේ සැමදා ගැඹුරින් අධ්‍යයනය කිරීම.,incorrect
සමගිය සියලු දෙනාගේම විය සැමදා ප්‍රධාන අරමුණක්.,incorrect
ව්‍යාපෘති සංවර්ධන අදහාගත නොහැකි ඇරඹෙනු ඇත හෙට.,incorrect
තීරණය ඔහුගේ සුවයක් දෙනු ඇත හෙට මුළු සමාජයටම.,incorrect
තොරතුරු දේශපාලන දෛනිකව ලැබෙන්නේය පුවත්පත් මගින්.,incorrect
සමූහයක් තරුණ ඊයේ නිර්මාණය කළෝය වීඩියෝ පටයක්.,incorrect
සංශෝධනයක් රජයේ නව ඊයේ පිළිගනු ලැබුණි පාර්ලිමේන්තුව විසින්.,incorrect
සේවාවන් වෛද්‍ය අද ලං විය ග්‍රාමීය ප්‍රදේශවලට.,incorrect
සාධාරණත්වය සමාජ වෙනුවෙන් අවශ්‍ය විය සැමදා සටන් කිරීම.,incorrect
චිත්‍රයක් කලාකරුවා ඊයේ අඳිනු ලැබීය අපූර්ව ශෛලියකින්.,incorrect
ප්‍රතිසංස්කරණ සිදුවන්නේය විශාල ඉදිරියේදී කාලය තුළදී.,incorrect
අයිතිවාසිකම් සැමදා අත්‍යවශ්‍ය වේ සෑම පුරවැසියෙකුගේම සුරැකීම.,incorrect
හානියක් දැඩිව ඊයේ සිදුවිය මහා වැසි නිසා.,incorrect
සංස්කෘතිය ජීවිතයට විය සැමදා දේශීය සැනසිල්ලක්.,incorrect
මණ්ඩලයක් නව අමාත්‍ය ඊයේ සභාව ලදී පිළිගන්නා.,incorrect
අවස්ථා ව්‍යාපාරික අද යොමු විය විදේශ වෙළඳපොළට.,incorrect
කෞතුකාගාරයේ වස්තූන් පුරාණ සැමදා වටිනේය ඉතා.,incorrect
පරිපාලන කටයුතු ලිපියක් ඊයේ ලදී පිළියෙළ කරන.,incorrect
ගුරුතුමිය නව දෛනිකව උනන්දු වූවාය ශිල්පක්‍රම වෙත.,incorrect
උරුමය අපගේ කළ යුතුය සැමදා නිරතුරුව සුරැකීමට උත්සාහ.,incorrect
ආයතනය රාජ්‍ය නව අද පිළිගත්තේය යෝජනා.,incorrect
විද්‍යාඥයන් විමර්ශන කළහ අද ග්‍රහලෝක පිළිබඳව.,incorrect
උත්සවය විශාල පිරිසක් හෙට සූදානම්ය එකතු වීමට.,incorrect
වාර්තාකරුවෝ අධ්‍යයනයක් පැවැත්වූහ ඊයේ සිද්ධිය පිළිබඳව.,incorrect
අමුත්තන් සුහදව කතා කරනු ඇත හෙට සැමදෙනාටම.,incorrect
ජනතාව සියලු දායක වෙති නිරතුරුව සමෘද්ධිය සඳහා.,incorrect
පරිසරය සුරැකීම ව්‍යාපෘති ක්‍රියාත්මක විය සැමදා වෙනුවෙන්.,incorrect
මහාචාර්යවරයා විද්‍යාගාරයේ සිටියේය දෛනිකව නව පර්යේෂණ.,incorrect
මිල වෙළඳ පොළේ නිරතුරුවම තිබුණි ඉහළ යමින්.,incorrect
ඔවුන් ප්‍රශ්න සාකච්ඡා කළෝය ඊයේ විවිධ දේශපාලන.,incorrect
සූර්යයා මහා අලෝකයක් පැතිරෙන්නේය උදෑසන විට.,incorrect
ආදායම රාජ්‍ය නිරතුරුවම සැමදා උත්සාහ කෙරේ ඉහළ නැංවීමට.,incorrect
ක්‍රමයක් නව හෙට ආරම්භ කරනු ඇත අධ්‍යාපන පාසල්වල.,incorrect
ශාලා කර්මාන්ත ඊයේ ලදී පිහිටුවන මෙරට තුළ.,incorrect
ලේඛකයා ග්‍රන්ථය නව මුද්‍රණය කළෝය අද නිසොල්මනේ.,incorrect
ගෞරවය සහ උපහාරය සියල්ලන්ටම අවශ්‍ය වේ සැමදා ලබාදීම.,incorrect
නිලධාරීහු සියලු ලේඛන වෙත යොමු විය අද නිවැරදිව සැකසීම.,incorrect
ජනතාව උවදුරින් පීඩාවට පත්වූහ නිතර ප්‍රදේශයේ.,incorrect
ක්‍රියාකාරකම් සතුරාගේ නිරතුරුව සෙවූහ තොරතුරු රහසිගතව.,incorrect
